Start,End,Date text,Date (for research purposes only),Region,Country,Lat,Long,Basis,Headline,Description,Sources,
2016,2016,2016,2/7/2016,Western Asia,Yemen,15.322038,44.207609,Casualty,Water tank is hit during air raids in Yemen,"A water tank is hit by air raids in Al-Sab'ein District, Capital, Yemen.",Yemen Data Project 2018,
2016,2016,2016,"February 13, 15, 2016",Western Asia,Yemen,16.776282,43.43317,Casualty,Water tank and pump are damaged by air raids in Yemen,"A water tank and pump are damaged by air raids in Al-Safra'a and Haydan Districts, Saada, Yemen.",Yemen Data Project 2018,
2016,2016,2016,2/16/2016,Western Asia,Yemen,15.70304,43.60393,Casualty,Water tank is damaged in air raid in Yemen,"A water tank is damaged in an air raid in Abs District, Hajjah, Yemen.",Yemen Data Project 2018,
2016,2016,2016,2/20/2016,Western Asia,Yemen,13.07885,44.016216,Casualty,Water tanks are hit in air raids in Yemen,"Water tanks are hit during air raids in Khadir and Al-Mawasit Districts, Taizz, Yemen.",Yemen Data Project 2018,
2016,2016,2016,3/2/2016,Western Asia,Yemen,17.004517,43.199183,Casualty,Air raids damage water project in Yemen,"An air raid causes damage to a water project in Razih District, Saada, Yemen.",Yemen Data Project 2018,
2016,2016,2016,3/4/2016,Western Asia,Yemen,15.950309,43.438347,Casualty,Three water trucks struck in air raids in Yemen,"Three water trucks are struck in air raids in Al-Mahabishah District, Hajjah, Yemen.",Yemen Data Project 2018,
2016,2016,2016,3/10/2016,Western Asia,Yemen,13.148959,44.85055,Casualty,Water barrier is damaged by air raid in Yemen,"A water barrier is damaged by an air raid in Al-Qubaytah District, Lahj, Yemen.",Yemen Data Project 2018,
2016,2016,2016,"March 16, 17, 2016",Western Asia,Yemen,15.336504,45.160855,Casualty,Water tanks are hit in air raids in Yemen,"A water tank project and a water tank are hit during air raids in Harib and Sirwah Districts, Marib, Yemen.",Yemen Data Project 2018,
2016,2016,2016,3/26/2016,Western Asia,Yemen,14.421964,45.261857,Casualty,Al-Awadh dam is damaged in air raid in Yemen,"The Al-Awadh dam is damaged in an air raid in Radman District, Bayda, Yemen.",Yemen Data Project 2018,
2016,2016,2016,5/25/2016,Western Asia,Yemen,14.4277,46.151469,Casualty,Water factory is struck during air raids in Yemen,"The Al-Qis water factory is struck during two air raids in, Al-Hawta District, Lahj, Yemen.",Yemen Data Project 2018,
2016,2016,2016,6/10/2016,Western Asia,Yemen,16.256921,43.943679,Casualty,Water well is damaged by air raid in Yemen,"A water well is damaged in Harf Sufyan District, Amran, Yemen, by an air raid.",Yemen Data Project 2018,
2016,2016,2016,6/21/2016,Western Asia,Yemen,15.369445,44.191007,Casualty,Water well is damaged by air raid in Yemen,"A water well is damaged in Bilad Al-Rus District, Sanaa, Yemen by an air raid.",Yemen Data Project 2018,
2016,2016,2016,8/15/2016,Western Asia,Yemen,16.847653,43.943679,Casualty,Water pump is damaged in Yemen,"A water pump in Kitaf Wa Al-Boqe'e District, Sa'ada, Yemen, is damaged in the ongoing sub-national conflict.",Yemen Data Project 2018,
2016,2016,2016,8/16/2016,Western Asia,Yemen,13.577606,44.017799,Casualty,Main water tank is damaged in Yemen,"In Hayfan District, Taizz, a communities main water tank is damaged in the ongoing conflict in Yemen. ",Yemen Data Project 2019,
2016,2016,2016,8/16/2016,Western Asia,Yemen,15.369445,44.191007,Casualty,Water well is damaged by air raid,"In Nihm District, Sanaa, a water well is damaged by an air raid in the ongoing conflict in Yemen.",Yemen Data Project 2019,
2016,2016,2016,8/28/2016,Western Asia,Yemen,17.441361,43.464498,Casualty,Several water pumps are hit by air raids in Yemen,"Several water pumps are hit during two air raids in Baqim District, Sa'ada, Yemen.",Yemen Data Project 2019,
2016,2016,2016,9/1/2016,Western Asia,Yemen,15.468784,43.546274,Casualty,Water tank is hit during air raids in Yemen,"A water tank is hit during three air raids in Al-Mahwit District, Al Mahwit, Yemen.",Yemen Data Project 2019,
2016,2016,2016,9/4/2016,Western Asia,Yemen,16.847653,43.943679,Casualty,Water project is attacked during air raids in Yemen,"A water project is struck during an air raid in Kitaf Wa Al-Boqe'e District, Saada, Yemen.
",Yemen Data Project 2019,
2016,2016,2016,9/10/2016,Western Asia,Yemen,15.369445,44.191007,Casualty,Water driller is damaged by air raids in Yemen,"A water driller is damaged by ongoing air raids in Arhab District, Sanaa, Yemen.",Yemen Data Project 2019,
2016,2016,2016,9/20/2016,Western Asia,Yemen,15.369445,44.191007,Casualty,Water stations are hit during air raids in Yemen,"Water stations hit during air raids in Bila Al-Rus District, Sanaa, Yemen. ",Yemen Data Project 2019,
2016,2016,2016,9/23/2016,Western Asia,Yemen,15.450333,45.019821,Casualty,Water driller is damaged in air raid in Yemen,"An air raid causes damage to a water driller in Sirwah District, Marib, Yemen.",Yemen Data Project 2019,
2016,2016,2016,10/1/2016,Western Asia,Yemen,13.320302,43.247315,Casualty,Desalination plant is hit by air raids in Yemen,"A desalination plant is hit during multiple air raids in Al Mokha District, Taizz, Yemen. ",Yemen Data Project 2019,
2016,2016,2016,10/26/2016,Western Asia,Yemen,15.468784,43.546274,Casualty,Water tank is damaged in Yemen,"A water tank in Bani Sa'ad District, Al Mahwit, Yemen is damaged by the ongoing conflict.",Yemen Data Project 2019,
2016,2016,2016,11/3/2016,Western Asia,Yemen,13.320302,43.247315,Casualty,Desalination company is hit by air raid in Yemen,"An early morning air raid causes damage to a desalination company in Al Mokha District, Taizz, Yemen.",Yemen Data Project 2019,
2016,2016,2016,"December 3, 10, 2016",Western Asia,Yemen,15.362305,44.180313,Casualty,Two dams are hit by air raids in Yemen,"The Al-Hayathim dam and the Mahalli dam were both struck during air raids in Nihm District, Sanaa, Yemen in early December.",Yemen Data Project 2019,
2016,2016,2016,"December 10, 14, 15, 2016",Western Asia,Yemen,15.373661,42.56343,Casualty,Multiple attacks damage water tanks in Yemen,"Water tanks are damaged over the course of several days in Kamaran District, Hudaydah, Yemen.",Yemen Data Project 2019,
2016,2016,2016,12/10/2016,Western Asia,Yemen,14.75463,46.516262,Casualty,Water well is hit during air raid in Yemen," A water well is hit during an air raid in Asilan District, Shabwa, Yemen.",Yemen Data Project 2019,
2016,2016,2016,12/18/2016,Western Asia,Yemen,15.11806,48.19429,Casualty,Water driller is damaged over the course of four air raids,"Four air raids cause damage to a water driller in Al-Safra'a District, Saada, Yemen.",Yemen Data Project 2019,
2016,2016,2016,"December 26, 28, and 29, 2016",Western Asia,Yemen,15.362305,44.180313,Casualty,Dam and water driller are damaged by air raids in Yemen,"The Al-Aqran dam and a water driller are hit during ongoing air raids in Nihm District, Sanaa, Yemen. ",Yemen Data Project 2019,
2017,2017,2017,1/8/2017,Western Asia,Yemen,13.320302,43.247315,Casualty,Water well and desalination plant are hit during air raids,"A water well and a desalination plant in Al Mokha District, Taizz, Yemen are hit during air raids.",Yemen Data Project 2019,
2017,2017,2017,1/17/2017,Western Asia,Yemen,13.80973,43.247315,Casualty,Water truck is damaged by air raid in Yemen,"A water truck is damaged by an air raid in Al-Khawkhah District, Hudaydah, Yemen.",Yemen Data Project 2019,
2017,2017,2017,1/21/2017,Western Asia,Yemen,15.362305,44.180313,Casualty,Air raid damages water well in Yemen,"An air raid damages a water well in Nihm District, Sanaa, Yemen.",Yemen Data Project 2019,
2017,2017,2017,"February 1, 2, 2017",Western Asia,Yemen,15.123774,43.130171,Casualty,Water and sewage treatment plants are attacked during air raids in Yemen,"Two water and sewage treatment plants in Hudaydah, Yemen are hit during air raids in Bajil and Al-Hawk Districts.",Yemen Data Project 2019,
2017,2017,2017,3/4/2017,Western Asia,Yemen,13.261175,43.500331,Casualty,Water well attacked in Yemen during air raids,"A water well is hit during air raids in Mawza District, Taizz, Yemen.",Yemen Data Project 2019,
2017,2017,2017,3/9/2017,Western Asia,Yemen,15.666727,44.618631,Casualty,Al-Aqran dam is hit during three air raids in Yemen,"The Al-Aqran dam is hit during three air raids in Nihm District, Sanaa, Yemen.",Yemen Data Project 2019,
2017,2017,2017,4/7/2017,Western Asia,Yemen,13.666908,43.683098,Casualty,Water well is hit during air raid in Yemen,"The Al-Naysani well in Maqbanah District, Taizz, Yemen is hit during an air raid.",Yemen Data Project 2019,
2017,2017,2017,4/10/2017,Western Asia,Yemen,15.024221,43.816323,Casualty,Water project is hit during air raid in Yemen,"A water project is hit during an air raid in Hamdan District, Sanaa, Yemen.",Yemen Data Project 2019,
2017,2017,2017,4/19/2017,Western Asia,Yemen,16.246476,42.997595,Casualty,Water truck near a market is hit during air raid in Yemen,"A water truck is hit during an air raid near Hayran market, Hayran District, Hajjah, Yemen.",Yemen Data Project 2019,
2017,2017,2017,6/3/2017,Western Asia,Yemen,16.847653,43.943679,Casualty,Water project is bombed during air raid,"A water project is bombed during an air raid in Sihar District, Saada, Yemen.",Yemen Data Project 2019,
2017,2017,2017,7/27/2017,Western Asia,Yemen,16.256922,43.943679,Casualty,Water truck is hit during air raid in Yemen," A water truck is hit during an air raid in Harf Sufyan District, Amran, Yemen.",Yemen Data Project 2019,
2017,2017,2017,12/29/2017,Western Asia,Yemen,16.847653,43.943679,Casualty,Water drill is hit during air raid in Yemen,"A water drill is hit during an air raid in Al-Safra'a District, Saada, Yemen.",Yemen Data Project 2019,
2018,2018,2018,1/5/2018,Western Asia,Yemen,16.847653,43.943679,Casualty,Water drilling equipment is hit during air in Yemen,"A water drill is hit during an air raid in Sihar District, Saada, Yemen.",Yemen Data Project 2019,
2018,2018,2018,1/25/2018,Western Asia,Yemen,16.847653,43.943679,Casualty,Water project is bombed during air raid ,"A water project is bombed during an air raid in Sihar District, Saada, Yemen.",Yemen Data Project 2019,
2018,2018,2018,2/4/2018,Western Asia,Yemen,13.931337,43.478924,Casualty,Desalination plant is hit during air raids in Yemen,"A desalination plant in Hays District, Hudayah, Yemen is hit during air raids.",Yemen Data Project 2019,
2018,2018,2018,2/12/2018,Western Asia,Yemen,13.341449,44.1815,Casualty,Well is damaged in conflict in Yemen,"A water well in Al-Silw District, Taizz is damaged in the ongoing conflict in Yemen.",Yemen Data Project 2019,
2018,2018,2018,2/14/2018,Western Asia,Yemen,13.931337,43.478924,Casualty,Well is damaged in conflict in Yemen,"A water well in Hays District, Hudaydah is damaged in the ongoing conflict in Yemen.",Yemen Data Project 2019,
2018,2018,2018,2/23/2018,Western Asia,Yemen,16.847653,43.943679,Casualty,Water driller is hit during air raids,"A water driller is hit during multiple air raids in Sihar District, Saada, Yemen.",Yemen Data Project 2019,
